Customer Order No,Line No,Order Date,Order Details,Project No,Project Element,Division Code,Confirmed Delivery Date 1,Requested Delivery Date 1,Currency Code,Salesperson,Customer Order Type,Ord Line Status,Line Suffix,Alsis Code,Customer Order Line No,Salesperson Name
0000067465,2,8/11/2011,Ord:0000067465- Line:2    ,       ,        ,P3A,8/11/2011,8/11/2011,   ,5900,QUO,05,0,1974 ,000006746520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,1,8/12/2011,Ord:0000067497- Line:1    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,2,8/12/2011,Ord:0000067497- Line:2    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,3,8/12/2011,Ord:0000067497- Line:3    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749730,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,4,8/12/2011,Ord:0000067497- Line:4    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749740,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,5,8/12/2011,Ord:0000067497- Line:5    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749750,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,6,8/12/2011,Ord:0000067497- Line:6    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749760,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067497,7,8/12/2011,Ord:0000067497- Line:7    ,       ,        ,P3A,8/12/2011,8/12/2011,   ,5900,QUO,05,0,     ,000006749770,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,1,8/12/2011,Ord:0000067546- Line:1    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,1974 ,000006754610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,2,8/12/2011,Ord:0000067546- Line:2    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,1974 ,000006754620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,3,8/12/2011,Ord:0000067546- Line:3    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,     ,000006754630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,4,8/12/2011,Ord:0000067546- Line:4    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,     ,000006754640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,5,8/12/2011,Ord:0000067546- Line:5    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,     ,000006754650,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,6,8/12/2011,Ord:0000067546- Line:6    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,     ,000006754660,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067546,7,8/12/2011,Ord:0000067546- Line:7    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,     ,000006754670,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067648,1,8/17/2011,Ord:0000067648- Line:1    ,       ,        ,P3A,9/28/2011,9/28/2011,   ,5900,QUO,05,0,     ,000006764810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067648,2,8/17/2011,Ord:0000067648- Line:2    ,       ,        ,P3A,9/28/2011,9/28/2011,   ,5900,QUO,05,0,     ,000006764820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067648,3,8/17/2011,Ord:0000067648- Line:3    ,       ,        ,P3A,11/23/2011,8/17/2011,   ,5900,QUO,05,0,     ,000006764830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,1,8/23/2011,Ord:0000067949- Line:1    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,2,8/23/2011,Ord:0000067949- Line:2    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,3,8/23/2011,Ord:0000067949- Line:3    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794930,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,4,8/23/2011,Ord:0000067949- Line:4    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794940,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,5,8/23/2011,Ord:0000067949- Line:5    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794950,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,6,8/23/2011,Ord:0000067949- Line:6    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794960,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,7,8/23/2011,Ord:0000067949- Line:7    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794970,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,8,8/23/2011,Ord:0000067949- Line:8    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794980,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067949,9,8/23/2011,Ord:0000067949- Line:9    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006794990,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,1,8/23/2011,Ord:0000067953- Line:1    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,2,8/23/2011,Ord:0000067953- Line:2    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,3,8/23/2011,Ord:0000067953- Line:3    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,4,8/23/2011,Ord:0000067953- Line:4    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,5,8/23/2011,Ord:0000067953- Line:5    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,6,8/23/2011,Ord:0000067953- Line:6    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,7,8/23/2011,Ord:0000067953- Line:7    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,8,8/23/2011,Ord:0000067953- Line:8    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,9,8/23/2011,Ord:0000067953- Line:9    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006795390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,10,8/23/2011,Ord:0000067953- Line:10   ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,0000067953100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,11,8/23/2011,Ord:0000067953- Line:11   ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,0000067953110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,12,8/23/2011,Ord:0000067953- Line:12   ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,0000067953120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,13,8/23/2011,Ord:0000067953- Line:13   ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,0000067953130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,14,8/23/2011,Ord:0000067953- Line:14   ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,0000067953140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067953,15,8/23/2011,Ord:0000067953- Line:15   ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,0000067953150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067954,1,8/23/2011,Ord:0000067954- Line:1    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,4101,QUO,05,0,     ,000006795410,EPS
0000067973,1,8/23/2011,Ord:0000067973- Line:1    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,1974 ,000006797310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067973,2,8/23/2011,Ord:0000067973- Line:2    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,1974 ,000006797320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067979,1,8/23/2011,Ord:0000067979- Line:1    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,     ,000006797910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068103,1,8/25/2011,Ord:0000068103- Line:1    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006810310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,1,8/25/2011,Ord:0000068117- Line:1    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,1974 ,000006811710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,2,8/25/2011,Ord:0000068117- Line:2    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,3,8/25/2011,Ord:0000068117- Line:3    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811730,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,4,8/25/2011,Ord:0000068117- Line:4    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811740,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,5,8/25/2011,Ord:0000068117- Line:5    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811750,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,6,8/25/2011,Ord:0000068117- Line:6    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811760,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,7,8/25/2011,Ord:0000068117- Line:7    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811770,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,8,8/25/2011,Ord:0000068117- Line:8    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811780,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,9,8/25/2011,Ord:0000068117- Line:9    ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,000006811790,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,10,8/25/2011,Ord:0000068117- Line:10   ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,0000068117100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068117,11,8/25/2011,Ord:0000068117- Line:11   ,       ,        ,P3A,8/25/2011,8/25/2011,   ,5900,QUO,05,0,     ,0000068117110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068165,1,8/26/2011,Ord:0000068165- Line:1    ,       ,        ,P3A,8/26/2011,8/26/2011,   ,5900,QUO,05,0,     ,000006816510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,1,8/31/2011,Ord:0000068422- Line:1    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,2,8/31/2011,Ord:0000068422- Line:2    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,3,8/31/2011,Ord:0000068422- Line:3    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,4,8/31/2011,Ord:0000068422- Line:4    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,5,8/31/2011,Ord:0000068422- Line:5    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842250,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,6,8/31/2011,Ord:0000068422- Line:6    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842260,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,7,8/31/2011,Ord:0000068422- Line:7    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842270,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,8,8/31/2011,Ord:0000068422- Line:8    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842280,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,9,8/31/2011,Ord:0000068422- Line:9    ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,000006842290,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,10,8/31/2011,Ord:0000068422- Line:10   ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,0000068422100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,11,8/31/2011,Ord:0000068422- Line:11   ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,0000068422110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,12,8/31/2011,Ord:0000068422- Line:12   ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,0000068422120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,13,8/31/2011,Ord:0000068422- Line:13   ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,0000068422130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,14,8/31/2011,Ord:0000068422- Line:14   ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,0000068422140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068422,15,8/31/2011,Ord:0000068422- Line:15   ,       ,        ,P3A,8/31/2011,8/31/2011,   ,5900,QUO,05,0,     ,0000068422150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068506,1,9/2/2011,Ord:0000068506- Line:1    ,       ,        ,P3A,9/19/2011,9/2/2011,   ,5900,QUO,05,0,1974 ,000006850610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068506,2,9/2/2011,Ord:0000068506- Line:2    ,       ,        ,P3A,9/19/2011,9/2/2011,   ,5900,QUO,05,0,1974 ,000006850620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068506,3,9/2/2011,Ord:0000068506- Line:3    ,       ,        ,P3A,10/14/2011,10/14/2011,   ,5900,QUO,05,0,1974 ,000006850630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000068506,4,9/2/2011,Ord:0000068506- Line:4    ,       ,        ,P3A,10/14/2011,10/14/2011,   ,5900,QUO,05,0,1974 ,000006850640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069086,1,9/14/2011,Ord:0000069086- Line:1    ,       ,        ,P3A,9/29/2011,9/14/2011,   ,5900,QUO,05,0,     ,000006908610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069086,2,9/14/2011,Ord:0000069086- Line:2    ,       ,        ,P3A,9/29/2011,9/14/2011,   ,5900,QUO,05,0,     ,000006908620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069086,3,9/14/2011,Ord:0000069086- Line:3    ,       ,        ,P3A,9/29/2011,9/14/2011,   ,5900,QUO,05,0,     ,000006908630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069086,4,9/14/2011,Ord:0000069086- Line:4    ,       ,        ,P3A,9/29/2011,9/14/2011,   ,5900,QUO,05,0,     ,000006908640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069086,5,9/14/2011,Ord:0000069086- Line:5    ,       ,        ,P3A,9/29/2011,9/14/2011,   ,5900,QUO,05,0,     ,000006908650,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069224,1,9/15/2011,Ord:0000069224- Line:1    ,       ,        ,P3A,9/15/2011,9/15/2011,   ,5900,QUO,05,0,1974 ,000006922410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069224,2,9/15/2011,Ord:0000069224- Line:2    ,       ,        ,P3A,9/15/2011,9/15/2011,   ,5900,QUO,05,0,1974 ,000006922420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069224,3,9/15/2011,Ord:0000069224- Line:3    ,       ,        ,P3A,9/15/2011,9/15/2011,   ,5900,QUO,05,0,1974 ,000006922430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069554,1,9/23/2011,Ord:0000069554- Line:1    ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,     ,000006955410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069627,1,9/26/2011,Ord:0000069627- Line:1    ,       ,        ,P3A,10/19/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006962710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069627,2,9/26/2011,Ord:0000069627- Line:2    ,       ,        ,P3A,10/19/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006962720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069639,2,9/26/2011,Ord:0000069639- Line:2    ,       ,        ,P3A,9/26/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006963920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069639,3,9/26/2011,Ord:0000069639- Line:3    ,       ,        ,P3A,9/26/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006963930,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069639,4,9/26/2011,Ord:0000069639- Line:4    ,       ,        ,P3A,9/26/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006963940,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069639,5,9/26/2011,Ord:0000069639- Line:5    ,       ,        ,P3A,10/11/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006963950,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069639,6,9/26/2011,Ord:0000069639- Line:6    ,       ,        ,P3A,9/26/2011,9/26/2011,   ,5900,QUO,05,0,4476 ,000006963960,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069668,1,9/26/2011,Ord:0000069668- Line:1    ,       ,        ,P3A,9/26/2011,9/26/2011,   ,5900,QUO,05,0,     ,000006966810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069991,1,10/3/2011,Ord:0000069991- Line:1    ,       ,        ,P3A,10/18/2011,10/3/2011,   ,5900,QUO,05,0,     ,000006999110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000069991,2,10/3/2011,Ord:0000069991- Line:2    ,       ,        ,P3A,10/18/2011,10/3/2011,   ,5900,QUO,05,0,     ,000006999120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070043,1,10/4/2011,Ord:0000070043- Line:1    ,       ,        ,P3A,10/4/2011,10/4/2011,   ,5900,QUO,05,0,     ,000007004310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070043,2,10/4/2011,Ord:0000070043- Line:2    ,       ,        ,P3A,10/4/2011,10/4/2011,   ,5900,QUO,05,0,     ,000007004320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070217,1,10/10/2011,Ord:0000070217- Line:1    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007021710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070217,2,10/10/2011,Ord:0000070217- Line:2    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007021720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070217,3,10/10/2011,Ord:0000070217- Line:3    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007021730,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070217,4,10/10/2011,Ord:0000070217- Line:4    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007021740,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,1,10/10/2011,Ord:0000070255- Line:1    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,2,10/10/2011,Ord:0000070255- Line:2    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,3,10/10/2011,Ord:0000070255- Line:3    ,       ,        ,P3A,10/25/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,4,10/10/2011,Ord:0000070255- Line:4    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,5,10/10/2011,Ord:0000070255- Line:5    ,       ,        ,P3A,10/25/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,6,10/10/2011,Ord:0000070255- Line:6    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,7,10/10/2011,Ord:0000070255- Line:7    ,       ,        ,P3A,10/25/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025570,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,8,10/10/2011,Ord:0000070255- Line:8    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025580,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,9,10/10/2011,Ord:0000070255- Line:9    ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007025590,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,10,10/10/2011,Ord:0000070255- Line:10   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,11,10/10/2011,Ord:0000070255- Line:11   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,12,10/10/2011,Ord:0000070255- Line:12   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,13,10/10/2011,Ord:0000070255- Line:13   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,14,10/10/2011,Ord:0000070255- Line:14   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,15,10/10/2011,Ord:0000070255- Line:15   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,16,10/10/2011,Ord:0000070255- Line:16   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,17,10/10/2011,Ord:0000070255- Line:17   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,18,10/10/2011,Ord:0000070255- Line:18   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,19,10/10/2011,Ord:0000070255- Line:19   ,       ,        ,P3A,10/10/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,20,10/10/2011,Ord:0000070255- Line:20   ,       ,        ,P3A,10/25/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255200,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070255,21,10/10/2011,Ord:0000070255- Line:21   ,       ,        ,P3A,10/25/2011,10/10/2011,   ,5900,QUO,05,0,     ,0000070255210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070274,1,10/10/2011,Ord:0000070274- Line:1    ,       ,        ,P3A,11/2/2011,10/10/2011,   ,5900,QUO,05,0,     ,000007027410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070380,1,10/12/2011,Ord:0000070380- Line:1    ,       ,        ,P3A,10/12/2011,10/12/2011,   ,5900,QUO,05,0,     ,000007038010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070462,1,10/13/2011,Ord:0000070462- Line:1    ,       ,        ,P3A,12/3/2011,10/13/2011,   ,5900,QUO,05,0,1971 ,000007046210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070520,1,10/14/2011,Ord:0000070520- Line:1    ,       ,        ,P3A,11/7/2011,10/14/2011,   ,5900,QUO,05,0,     ,000007052010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070731,1,10/19/2011,Ord:0000070731- Line:1    ,       ,        ,P3A,10/19/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007073110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070731,2,10/19/2011,Ord:0000070731- Line:2    ,       ,        ,P3A,10/19/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007073120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070754,1,10/19/2011,Ord:0000070754- Line:1    ,       ,        ,P3A,11/3/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007075410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070755,1,10/19/2011,Ord:0000070755- Line:1    ,       ,        ,P3A,11/3/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007075510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070766,1,10/19/2011,Ord:0000070766- Line:1    ,       ,        ,P3A,10/19/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007076610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070770,1,10/19/2011,Ord:0000070770- Line:1    ,       ,        ,P3A,10/19/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007077010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070770,2,10/19/2011,Ord:0000070770- Line:2    ,       ,        ,P3A,10/19/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007077020,SANITARY EQUIPMENT ( EXCL. FLOW )
